product_id,name,main_category,sub_category,ratings,no_of_ratings,price (USD),cost (USD)
bx-4KHSVS,JerHigh Duo Stick Dog Treat - Milk with Banana - 50 g Each - Pack of 2,pet supplies,Dog supplies,4.4,21,4.0,2.1
bx-4KIHSQ,"Infolight Leather Present Laptop Cover Bag Sleeve Case for DELL Laptops (Brown, 15.6 inches , H-26 cm, L-38 cm, W-2.5 cm)",accessories,Bags & Luggage,4.3,217,12.0,7.0
bx-4KJEJU,DailyObjects Blue Ballistic Nylon Coin Classic Billfold Wallet for Men,accessories,Bags & Luggage,4.0,68,16.0,6.3
bx-4KMG9P,"SHIBUI Waterproof and Multi-Pocket Laptop Sleeve Handbag Compatible 12-13.3 Inch New 2018 Release A1932, A1989 & A1706 & A...",accessories,Bags & Luggage,4.2,133,30.0,21.5
bx-4KMOC0,"Acer HA270 27 Inch (68.58 cm) Full HD IPS LCD Monitor with LED Back Light technology I Ultra Slim, 6.6mm Thick Frameless D...","tv, audio & cameras",All Electronics,4.3,972,240.0,204.5
bx-4KNBZS,Govind Crafted Birthday Christmas Keychain Gifts for Friend BFF Boys Girls Student Thank You Gift for Women Men Coworker B...,accessories,Bags & Luggage,,,19.0,12.2
bx-4KO8NE,"Camel Camlin Kokuyo Student Poster Color - 10ml Each, 14 Shades","tv, audio & cameras",All Electronics,4.3,"4,258",3.0,0.6
bx-4KODTR,"Mapro Kiwi Crush, 1L",grocery & gourmet foods,"Coffee, Tea & Beverages",4.1,147,4.0,3.4
bx-4KOJJ6,Fastrack Women Bug Eye Sunglasses (Color:-Brown) - Pack of 1,women's clothing,Clothing,4.0,639,17.0,4.6
bx-4KOW72,JANAK Girl's Knee Length Double Colour net Fabric Skirt,women's clothing,Clothing,3.0,1,13.0,3.6
bx-4KR7CL,NEUTRON Casual Analog Black and Pink Color Dial Girls Watch - G568-G634 (Pack of 2),accessories,Watches,,,16.0,2.6
bx-4KRVX3,NEUTRON Party Wedding Analog White and Black Color Dial Girls Watch - G657-GX5 (Pack of 2),accessories,Watches,,,8.0,1.0
bx-4KS6LW,The Clownfish polyester 20 Cms Duffle Bag (TCFDBCN-IN-P-30LBL_Black),accessories,Bags & Luggage,4.2,17,42.0,8.9
bx-4KT7C6,"AVMART Anti-Burst Exercise Gym Ball with Pump, Anti-Slip Balance Stability Ball, Heavy Duty Fitness Yoga Ball, Extra Thick...",sports & fitness,Fitness Accessories,4.9,28,12.0,3.3
bx-4KTJMK,Viktoria Analog Genuine Leather Strap with White Dial White Strap Round Shape Casual Girls Watch,accessories,Watches,,,16.0,10.6
bx-4KTPY4,ishin Women's Cotton Pink Embroidered A-Line Leheriya Kurta set with Skirt And Dupatta,women's clothing,Clothing,2.5,16,72.0,38.2
bx-4KU8FU,Sling Bags for Women With Mini Wallet I Ethnic Ladies Printed Purse | Indigo Cross Body Bags |Combo Handbag | Shoulder Bag,accessories,Bags & Luggage,4.1,22,30.0,9.6
bx-4KUYGU,magioo Pirate king ONE PIECE design cotton 2 Layer printed cloth face mask washable (f19),accessories,Bags & Luggage,5.0,2,4.0,0.9
bx-4KWXSR,Tissot T101.910.11.121.00 PR 100 Sport Chic Black Mother of Pearl Dial Women's Watch,accessories,Watches,5.0,1,402.0,104.5
bx-4KXX5H,HASTHIP® DIY Oil Painting Paint by Numbers for Adults and Kids Gift Kits Pre-Printed Canvas Beginner with Brushes and Pigm...,"tv, audio & cameras",All Electronics,4.4,248,8.0,4.5
bx-4KYNRX,NEUTRON Technology Analog Orange and Pink Color Dial Girls Watch - GM389-GM203 (Pack of 2),accessories,Watches,,,12.0,4.8
bx-4KZGUL,ZUPERIA Analogue Black Dial and Leather Strap Watch for Girls & Women,accessories,Watches,3.0,1,11.0,6.5
bx-4L02WC,Mysha Blind Sleeping Eye Mask black Cotton Cover Super Soft & Smooth Travel Masks for Men Women Girls Boys Kids (Pack of 1),accessories,Bags & Luggage,3.0,1,4.0,2.5
bx-4L0MPH,BSITFOW 10g to 50 kg - Luggage Scale Digital Weighing Travel Bag Weight Checker Hanging Weight Scale with Belt Silver,accessories,Bags & Luggage,5.0,1,7.0,0.3
bx-4L1L67,kavya Women's Cotton Maxi Nightgown,women's clothing,Clothing,3.7,34,12.0,8.2
bx-4L1RB9,DIVING DEEP Backpacks for women travelling I college bags for girls stylish latest I backpacks for women I college bag for...,accessories,Bags & Luggage,3.8,79,18.0,14.6
bx-4L2LV2,VMPS | Remote Control Compatible for Daikin Air Conditioner Split & Window Daikin AC Remote as Same,"tv, audio & cameras",All Electronics,4.1,213,12.0,1.3
bx-4L2M5K,White Cotton Straight Fit Women's Cigarette Pants Trousers & Pants,women's clothing,Clothing,,,7.0,4.1
bx-4L3R37,Armitron Women's Genuine Diamond Dial Leather Strap Watch,accessories,Watches,3.8,12,61.0,13.7
bx-4L40QT,"The Dogs Company Flyer Rubber Dog Toy, Dog Frisbee, 9 Inches, Assorted",pet supplies,Dog supplies,4.0,"1,26",4.0,2.2
bx-4L5OIX,Daniel Klein Analog Green Dial Women's Watch-DK.1.13242-4,accessories,Watches,Get,FREE Delivery by Amazon,91.0,46.9
bx-4L7LYS,Watch Strap red Pr8,accessories,Watches,,,2.0,1.3
bx-4L7YSM,"Fendo 2 Fold Umbrella For Men's and Women's | Wind And RainProof Umbrella - 2 Fold With Auto Open And Close (Rani Pink,24....",accessories,Bags & Luggage,3.7,4,18.0,12.1
bx-4LANO9,"Gajraj Wide, Moisture Wicking and Non-Slip Exercise Workout Cotton Headband for Men and Women",women's clothing,Clothing,3.9,465,2.0,0.2
bx-4LASU9,"iOttie Carrying Case Hard Protective Case Impact Resistant Travel Power Bank Pouch Bag USB Cable Organizer for Earbuds, Ca...","tv, audio & cameras",All Electronics,4.1,193,5.0,2.6
bx-4LCD9Y,MNMLST Diva (Rose Gold & Black) | Women's Minimalist Watch,accessories,Watches,,,48.0,29.0
bx-4LCPDI,Ferro Analog Black Dial Women's Watch-F21099A-G,accessories,Watches,,,83.0,53.3
bx-4LCWVF,HUION Inspiroy H640P 6*4 inch Graphics Drawing Tablet with Battery-Free Stylus 8192 Pressure Sensitivity 6 Customized Hot ...,"tv, audio & cameras",All Electronics,4.3,"1,334",84.0,55.4
bx-4LD6XV,NEUTRON Present Analog Blue and Black Color Dial Women Watch - G87-(75-L-10) (Pack of 2),accessories,Watches,,,8.0,6.7
bx-4LE7EG,"Vector X VX-500 Gym Gloves, Medium (Black)",sports & fitness,Fitness Accessories,3.3,18,7.0,0.6
bx-4LEZ3D,Fabme Women Cotton Printed Maxi Nursing Nighty,women's clothing,Clothing,3.4,134,12.0,8.3
bx-4LGD1G,"Sony HT-S20R Real 5.1ch Dolby Digital Soundbar for TV with subwoofer and Compact Rear Speakers, 5.1ch Home Theatre System...","tv, audio & cameras",All Electronics,4.5,"9,919",288.0,79.4
bx-4LGHQ0,XE610 Boom Bass Wired in-Ear Headphones Compatible with Especially All Vivo Smartphones (White) (White) (Vivo Original Sound),"tv, audio & cameras",All Electronics,3.6,"2,021",5.0,0.3
bx-4LHD9R,Cartoon Print Sanitary Napkins Bag Pouch Nursing Pad Holder Cute Cotton Organizer Storage Pouch (Pack of 1),accessories,Bags & Luggage,,,6.0,3.7
bx-4LI1FP,"The Indian Chai – Energising Wellness Tea 50g with Yerba Mate, Ashwagandha, Ginkgo Biloba, Panax Ginseng, Nettle etc. for ...",grocery & gourmet foods,"Coffee, Tea & Beverages",4.6,3,5.0,2.1
bx-4LITNE,Maxima Attivo Multifunciton Women Watch- 41652CMLI,accessories,Watches,3.9,4,34.0,23.9
bx-4LJOYP,PANIT Women's Floral Printed Maxi Dress in Georgette,women's clothing,Clothing,3.8,277,47.0,9.0
bx-4LJTS6,Letz Dezine � Women's Printed Chiffon Multicolored Scarf and Stoles with Tassels - Set of 6 (LDS10250),women's clothing,Clothing,3.7,151,16.0,3.9
bx-4LJUV2,BOSS PURA Analog Silver Dial Women's Watch-1502634,accessories,Watches,5.0,1,179.0,28.5
bx-4LKBI8,AGARO 5.4 A USB Dual Port Quick Car Charger (Qualcomm Certified) for All Smartphones & Tablets - Grey,"tv, audio & cameras",All Electronics,3.7,143,11.0,5.5
bx-4LKBMN,"BEWELL IP Black with Green Sandalwood Watch for Women, Equipped with Japanese Quartz Movement, 3 ATM Water Resistant",accessories,Watches,,,42.0,35.5
bx-4LLVWD,Triumph International Women Sports Bra,women's clothing,Clothing,3.9,25,24.0,20.2
bx-4LMAZG,Aglance 7013 Lets Designer Women Watch,accessories,Watches,3.0,3,12.0,7.4
bx-4LQMTC,FUSIONIC Dori And Sequins Work Organza Fabric Yellow Color Saree For Women,women's clothing,Clothing,3.8,14,54.0,5.5
bx-4LR2WK,"Classmate Pulse Single Line 5-Subject Notebook - 297mm x 210mm, 60 GSM, 250 Pages(Color and design may vary)","tv, audio & cameras",All Electronics,4.5,"1,191",2.0,0.9
bx-4LRCMW,LUMIFIE Digital New Unique Trending Fashion Look Kids and Girls Black Watch,accessories,Watches,,,12.0,9.1
bx-4LRTQO,M S BANDHANI Women's Printed Cotton Dupatta,women's clothing,Clothing,3.7,145,7.0,2.7
bx-4LSGOT,ADAMO Adele Men's & Women's Watch BG-AD84,accessories,Watches,3.1,44,26.0,17.6
bx-4LT9TK,cewbycon Women's Shoulder Handbags Hand crocheted Bags large Shoulder Shopping Bag tote bag aesthetic canvas tote cute tot...,accessories,Bags & Luggage,4.1,11,24.0,6.3
bx-4LTSY3,Stysol Branded Leather Strap Women's Watch for Girls Latest Ghadi Ladies Ghadee,accessories,Watches,,,10.0,2.7
bx-4LUROJ,Watch City Attractive Analogue Girl's Watch (Black Dial Black Colored Strap) (Pack of 2),accessories,Watches,5.0,3,18.0,9.6
bx-4LVSUV,Fashfun Women's co-ord Set (Orange Printed Crepe v-Neck top with Pant Set),women's clothing,Clothing,3.1,7,24.0,10.5
bx-4LVZ10,YELLOW PINE Women Casual Shirts 3/4 Sleeve | Casual Shirts for Women Stylish Western | Official Shirts for Women Formal | ...,women's clothing,Clothing,3.7,26,16.0,10.9
bx-4LX3QT,AELOMART Women's Top,women's clothing,Clothing,4.0,"2,668",19.0,11.4
bx-4LX8WO,Men's Outdoor Quick Dry Lightweight Sports Shorts Zipper Pockets,sports & fitness,Yoga,,,12.0,9.1
bx-4LYHTH,NEUTRON Italian Designer Analog Black Color Dial Girls Watch - GM396-G530 (Pack of 2),accessories,Watches,,,10.0,6.5
bx-4LZ4YI,"Pashmoda Women's Kashmiri Aari Embroidery Stole, Shawl, & Wrap(Size: 28X80 Inches) V16",women's clothing,Clothing,4.3,10,18.0,13.4
bx-4M09R7,EXOTIC Cross Body Sling Bag for Girls/Women (Pink),accessories,Bags & Luggage,4.1,69,20.0,17.1
bx-4M0GTU,Fastrack Analog Black Dial Women's Watch-6274KM01,accessories,Watches,5.0,6,38.0,29.5
bx-4M0ICJ,helix Analog Red Dial Women's Watch-TW027HL12,accessories,Watches,3.7,7,26.0,9.3
bx-4M4P78,SAMA ENTERPRISE Women's Case Material Metal Buckle Band Material Metal Case Shape Round Stylist Watch Pack of 1 [ST_1508,accessories,Watches,Get,Only 1 left in stock.,13.0,8.9
bx-4M5DYO,"Cosmic Byte CB-GK-02 Corona Wired Gaming Keyboard, 7 Color RGB Backlit with Effects, Anti-Ghosting (Black)","tv, audio & cameras",All Electronics,4.4,"3,351",18.0,1.6
bx-4M7Y79,Tarshika Women's Printed Art Silk Saree With Blouse Piece(SPARROW BLACK_Free Size),women's clothing,Clothing,1.0,1,14.0,7.9
bx-4M94B9,GUESS Analog Rose Gold Dial Women's Watch-W1142L4,accessories,Watches,4.6,116,139.0,90.9
bx-4M9SJF,"Lemish Bra Laundry Bag for Delicates, Lingerie, Underwear, Bra Bags, Waterproof & Dryer Protection Case Bra Underwear Trav...",accessories,Bags & Luggage,5.0,1,6.0,2.7
bx-4MA0XV,VW 109 cm (43 inches) Playwall Frameless Series Full HD Android Smart LED TV VW43F1 (Black),"tv, audio & cameras",All Electronics,4.3,927,300.0,26.6
bx-4MAQ3Z,NEUTRON Present Analog White and Black Color Dial Women Watch - G126-(57-L-10) (Pack of 2),accessories,Watches,,,8.0,3.7
bx-4MBDPT,CHOISE Women's Wrist Watch with Heart Shape Bracelet Combo Set/Causal Trendy Watch for Ladies & Girls for Any Occasion/Dia...,accessories,Watches,,,7.0,5.5
bx-4MCEJU,"JJ Jonex Kin store Speed adjustable skipping rope gym, Home and fat burner fitness workout (Brown)",sports & fitness,Fitness Accessories,4.6,2,2.0,1.2
bx-4MCFV4,Spigen Ultra Hybrid Cover Case Designed for Samsung Galaxy Buds2 Pro (2022) | Galaxy Buds 2 (2021) | Galaxy Buds Pro (202...,"tv, audio & cameras",All Electronics,4.5,"9,661",28.0,13.0
bx-4MCOTW,"Brillirare Sandfree Beach Blanket, Oversized Waterproof Sandproof Picnic Blanket, Quick Drying Lightweight Family Mat with...",accessories,Bags & Luggage,4.2,952,12.0,0.6
bx-4MD098,Amante Solid Cotton Full Brief Panty Pack(Pack of 3),women's clothing,Clothing,4.3,193,8.0,0.0
bx-4MDO07,KE GALLARY Pink Butterfly Analogue and Rectangular Digital Dial LED Display Watch for Girl's & Women's Watches Combo,accessories,Watches,,,,0.0
bx-4MFTY7,NEUTRON Gift Analog Pink and White Color Dial Girls Watch - GM387-G101 (Pack of 2),accessories,Watches,,,10.0,2.1
bx-4MFV1D,helix Analog Blue Dial Women's Watch-TW041HL01,accessories,Watches,5.0,1,19.0,4.7
bx-4MG1CV,Joker & Witch Futuristic White Rosegold Dial Watch,accessories,Watches,4.0,58,36.0,0.7
bx-4MG1Q0,FORGIVE Women's/Girls White Streachable High Waist Jeans | Wide Leg Fit | Cotton Blend Fabric,women's clothing,Clothing,5.0,2,36.0,18.8
bx-4MHHY0,MIRCHI FASHION Women's Stylish Chiffon Floral Border and Pallu Printed Saree with Blouse Piece,women's clothing,Clothing,3.8,14,34.0,28.9
bx-4MI4RR,POCKMAN Men's Hooded Neck Regular Fit PC Fleece Avenger Printed Hoodie for Winters Wear,sports & fitness,Yoga,,,16.0,0.0
bx-4MJO59,LYMI LABEL Fusion Set For Women - Georgette Sequence Embroidered Crop Top with Flared Pleated Palazzo and Shrug For Women ...,women's clothing,Clothing,3.2,19,88.0,30.6
bx-4MK1QU,Flare Gun Metal Keychain for Car Bike Men Women Keyring,accessories,Bags & Luggage,4.2,8,10.0,2.9
bx-4MLXEE,Sliver Metal Keychain(for car) Stylish Look,accessories,Bags & Luggage,3.6,4,7.0,5.3
bx-4MLZTV,"Miraan Women Cotton Unstitched Dress Material (Band1831, Pink, Free Size)",women's clothing,Clothing,3.7,815,32.0,22.7
bx-4MN3UR,DEVIL Frozen Digital Watch Analogue - Digital Girl's Watch (Multicolour Dial Pink Colored Strap),accessories,Watches,4.0,44,10.0,4.6
bx-4MOMHS,"Limbakshit (Pack of 12 Cotton Basic Reusable Cloth Face Mask Adult, Women,Men Pack of 12, Soft Washable 100% Cotton Unisex...",accessories,Bags & Luggage,3.7,311,8.0,1.4
bx-4MOQIB,Kiditos Plush Caps,women's clothing,Clothing,4.4,572,16.0,3.7
bx-4MOQZF,SIXSIGMA® Cotton Long Scarf Cum Mask scarves Usable for vehicle Driver | White Printed Design | Universal Size | For Girl...,women's clothing,Clothing,4.3,69,8.0,1.0
bx-4MOWHL,"(Renewed) boAt Rockerz 235V2 Bluetooth Wireless In Ear Earphones With Mic With Asap Charge Technology, V5.0, Call Vibratio...","tv, audio & cameras",All Electronics,3.5,"3,083",17.0,2.2
bx-4MP5AF,Joker & Witch Eric & Ariel Couple Watches,accessories,Watches,,,76.0,38.8
bx-4MPEUZ,"Veirdo Shorts for Men, Half Pants for Men, Cotton Shorts for Men, Gym Shorts for Men, Sport Shorts for Men, Half Pant Berm...",sports & fitness,Yoga,4.3,28,19.0,11.9
bx-4MQR49,"FRIO Face Mask (Black,Navy,Graphite,Olive,Air Blue) (Combo Of 5)",accessories,Bags & Luggage,4.1,82,5.0,3.9
bx-4MQRPW,"Peace Abode.Dual Color (6 MM) Yoga MAT with Carry Bag and Strap for Comfort/Yoga Mat for Meditation, Fitness & Exercise (6...",sports & fitness,Fitness Accessories,,,14.0,10.0
bx-4MR32C,Foodie Puppies Cool Mint Toothpaste and Toothbrush Combo for Dogs - 100g | Soothing Mix of Clove and Cinnamon Oil Suitable...,pet supplies,Dog supplies,4.2,73,10.0,7.9
bx-4MRA69,OMANZA Women's Solid Cotton Printed Tunic Top | Short Kurti Western Top Dress for Girl's Jeans Top Fully Stitched Stylish ...,women's clothing,Clothing,,,18.0,15.5
bx-4MRNLR,OpenTech® Tempered Glass Screen Protector Compatible for Samsung Galaxy M32 / F22 / A32 / A31 Edge to Edge Coverage with E...,"tv, audio & cameras",All Electronics,4.0,"9,927",12.0,7.4
bx-4MS44L,Casio Analog Green Dial Women's Watch-LTP-VT02BL-3AUDF,accessories,Watches,3.5,4,42.0,12.0
bx-4MV5W9,TONSY Analog White Diamond Dial Golden Watches for Women's Girl,accessories,Watches,,,14.0,10.7
bx-4MVEVD,Style Quotient Women Black Polka Dot Print Top,women's clothing,Clothing,3.8,412,19.0,5.5
bx-4MW38P,JANVI Collection Skipping Jump Rope with Counter for Kids 5 to 10 Years,sports & fitness,Fitness Accessories,1.0,1,,0.0
bx-4MXA36,CIGA Design My Series Analog Silver Dial Women's Watch-M021-SISI-W13,accessories,Watches,Get,Only 4 left in stock.,348.0,269.8
bx-4MYTU0,SHAUN Women T-Shirt(104WTS1_P$_Pack of 1),women's clothing,Clothing,4.0,83,12.0,8.1
bx-4MYUWK,TIMEX E-Class Analog Pink Dial Women's Watch-TI000Q80100,accessories,Watches,4.2,159,,0.0
bx-4MZ1UZ,FUNAHME Women's Non-Padded Wire Free Regular Front Open Bra Panty Lingerie Set (Pack of 3),women's clothing,Clothing,3.4,10,15.0,6.8
bx-4MZGB7,"KCA LOOK LEAN Full Sleeve Camisole, Inner Wear/Spaghetti Top for Women",women's clothing,Clothing,3.7,29,10.0,4.8
bx-4MZV52,Girls and Women’s Sling Cross Body Bag For Mobile Cell Phone| Small Mobile Pouch Bag For Ladies,accessories,Bags & Luggage,4.1,125,8.0,5.0
bx-4MZX1S,"DIGITEK® 3-Axis Handheld Gimbal Stabilizer for Smartphones & Gopro with Face & Object Tracking Motion, Various Time Lapse ...","tv, audio & cameras",All Electronics,3.5,"2,35",132.0,18.9
bx-4N1S6Y,"TI AMO Women's Rayon Regular Kurti with Sharara (KURTI-M_Red, Cream_Medium)",women's clothing,Clothing,3.5,116,16.0,7.1
bx-4N395C,Crucial BX500 480GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT480BX500SSD1),"tv, audio & cameras",All Electronics,4.5,"98,615",38.0,23.1
bx-4N4EIR,Plush Women's Long Printed Cotton Round Neck Half Sleeve T-Shirt/Tshirts (DPL-PT-001),women's clothing,Clothing,3.9,581,11.0,1.2
bx-4N5817,NEUTRON Fashion Analog Black Color Dial Women Watch - GX10-(20-L-10) (Pack of 2),accessories,Watches,,,7.0,5.9
bx-4N5N5U,Bee M Pee Designer Chiffon (Fancy Party Stylish Saree for Women_Maroon),women's clothing,Clothing,,,30.0,1.1
bx-4N5OAE,"STRAND BY OBAKU Smart Watch for Android & iPhone with Body Temperature, Heart Rate Monitor & Activity Tracker in 1.4â€œ Fu...",accessories,Watches,3.1,130,72.0,4.1
bx-4N5Q1M,Baggit Women's Backpack - Small,accessories,Bags & Luggage,,,23.0,8.4
bx-4N5VPZ,Glitter Collection Women's Retro Analog Watch Combo Blue and Red RTROCMB01,accessories,Watches,4.1,5,7.0,1.2
bx-4N6DD0,Brother HL-L2351DW Monochrome Laser Printer with Auto Duplex & Wi-Fi Printing,"tv, audio & cameras",All Electronics,4.4,324,179.0,100.0
bx-4N89P0,Trexee 1 Pcs Women's Pearl Waist Chain Belt Adjustable Decorative Belt Hollowed Waist Belts,women's clothing,Clothing,4.0,2,11.0,6.8
bx-4N8GQL,Max Women Jeans,women's clothing,Clothing,3.8,3,11.0,3.8
bx-4N8YGT,CRITO Women's Cotton Panties Plain and Print (Pack of 5),women's clothing,Clothing,4.0,309,10.0,7.5
bx-4N9DC9,DKEROAD Analog Synthetic Leather Black Strap Watch for Girls | Casual-Party-Wedding | - Model609,accessories,Watches,,,24.0,17.7
bx-4NCA6C,GUESS Analog Mop Dial Array Collection Quartz Women's Watch-GW0471L2,accessories,Watches,,,138.0,119.5
bx-4NG9Z6,Women's Faux Leather Belt (Pack Of 1) (98765_Black),women's clothing,Clothing,3.4,115,14.0,9.7
bx-4NHITF,Max Women's Solid Skinny Fit Jeans,women's clothing,Clothing,4.1,38,8.0,4.2
bx-4NHLA9,FARP Digital Watch led Watch Side Purple Colour Womens Watch Ladies Watch Girls Watch Boys Watch Mens Watch,accessories,Watches,,,30.0,1.6
bx-4NI9KD,Boldfit Mi Band 4 Strap Mi Band 3 Strap For Smart Watch Mi Fit Band Strap Watch Straps For Mi Band 4 Strap And Mi Band 3 S...,"tv, audio & cameras",All Electronics,4.5,30,6.0,3.6
bx-4NIFZ2,Jay Enterprise Analogue Multicolor Dial Girl's & Women's Combo of 2 Watch,accessories,Watches,,,16.0,11.5
bx-4NIISU,"""INTERN SOPRANO 21"" UKULELE WITH BAG (BLACK)",accessories,Bags & Luggage,3.9,523,36.0,12.9
bx-4NILNL,"AVIROM™ 80 Kg 2-Wheel Stainless Steel Folding Hand Luggage Trolley Alluminium Cart (Standard, Silver)",accessories,Bags & Luggage,3.8,77,48.0,31.3
bx-4NINFD,GROOT Royal Analog Red and Black Color Dial Men Watch - BC61-B704 (Pack of 2),accessories,Watches,,,15.0,2.8
bx-4NJWZD,"Redmi 9A Sport (Coral Green, 3GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","tv, audio & cameras",All Electronics,4.1,"319,396",114.0,93.9
bx-4NK2RI,"JoyFit Workout Gloves with Wrist Support, Comfortable Padding and Finger Protection for Home and Gym Training, Fitness, We...",sports & fitness,Fitness Accessories,4.1,177,16.0,13.6
bx-4NL5K4,Uday Enterprise Women's net with Soft Silk semi Stitched Embroidery and Sequence Work Multi Color Designer Salwar Suit,women's clothing,Clothing,3.2,62,60.0,33.9
bx-4NLDQD,Zacharias Mens & Women Fedora Hat (Dark Beige),women's clothing,Clothing,4.1,4,7.0,0.6
bx-4NLXZQ,Lino Perros Womens Clutch,accessories,Bags & Luggage,4.3,2,30.0,23.2
bx-4NMK8Y,Tiny Tim Crystal Stone Studded Stainless Steel Stretchable Strap Ring Watch Unique Design with White Dial Analog Finger Ri...,accessories,Watches,,,18.0,8.3
bx-4NMMIL,Mokobara The Easy Going Tote | Black Vegan Leather Water Resistant Laptop (Laptop Compartment) Cross Body Bag for Women | ...,accessories,Bags & Luggage,5.0,3,144.0,42.7
bx-4NNMF1,Amazon Brand - Solimo Acrylic Case Hard Back and Soft Bumper Cover with Cushioned Edges for Apple iPhone Xs (Transparent),"tv, audio & cameras",All Electronics,3.6,90,6.0,2.9
bx-4NO2MA,Jaipur Kurti Women's Pleat-Front Regular Pants,women's clothing,Clothing,3.9,266,15.0,6.5
bx-4NOYXF,M10 Wireless Earbuds Bluetooth 5.1 TWS 2200mAh Power Bank Charging Box in Ear Earphones True Stereo Sports Headphones Wate...,"tv, audio & cameras",All Electronics,5.0,1,36.0,3.5
bx-4NPFQ3,"Kytsch Stunning Hubby & Wifey Analog Wrist Watches for Husband & Wife Gifts (Black Dial, Black Colored Strap)",accessories,Watches,Get,FREE Delivery by Amazon,10.0,3.4
bx-4NPUEY,Yantralay Silicone Lanyard Sleeve Protective Cover + 6PCS Tempered Glass Screen Guard with Silicone Lens Cover Compatible ...,"tv, audio & cameras",All Electronics,4.2,"1,098",10.0,1.7
bx-4NQDSJ,"Lining Airforce 80 Lite Badmintonracquet,Dark Blue/Olive with Free Cover, Material: Carbon Fibre",sports & fitness,Badminton,,,67.0,7.5
bx-4NROVO,ZOUK Bidri Kaiser Motif Printed Women's Jute Handcrafted Vegan Leather Black and White Magnetic Sling Bag,accessories,Bags & Luggage,,,39.0,13.6
bx-4NT01R,Caprese Elsy Sling Large Midnight,accessories,Bags & Luggage,4.1,138,32.0,19.2
bx-4NT9C3,ITHANO Geneva Platinum Analogue Black Dial Women's Watch - ITGELCRBK02,accessories,Watches,,,11.0,7.3
bx-4NTLV1,Aahwan Women's & Girls' Tied Hem Puff Sleeve Crop Top,women's clothing,Clothing,3.6,190,24.0,6.4
bx-4NUOXF,"Aakriti 100PCS Plastic Spring Drawstring Stopper Single Hole Heavy Duty Cord Stop Toggle Fastener Slider Lock End for Bag,...",accessories,Bags & Luggage,3.4,8,8.0,0.2
bx-4NUQ94,PURVAJA Women's Knee-Length Bodycon Dress,women's clothing,Clothing,3.9,503,46.0,4.7
bx-4NV9XV,Everbuy® 6 in 1 Polyester Secret Pouch Travel Bag Packing Cubes Laundry Bag with Undergarments & Cloth Storage Organizer T...,accessories,Bags & Luggage,3.4,8,10.0,4.7
bx-4NVYSZ,ZONSHRICK USB Vacuum Cleaner for Laptop/Computer Keyboard/Mobile/Mini Vacuum Cleaner Electronic Part (Multicolor),"tv, audio & cameras",All Electronics,,,7.0,2.8
bx-4NVZ0B,Neu Look Women Mini Skirt,women's clothing,Clothing,3.7,137,13.0,8.3
bx-4NWKJQ,Aristrocrat COSMIC 26L Polyester Blue Backpack,accessories,Bags & Luggage,,,27.0,16.0
bx-4NXOGT,ISLE LOCADA HERO PRODUCT -CROCO/CROCO-MARSALA/MARSALA,accessories,Bags & Luggage,4.6,8,48.0,28.5
bx-4NXUV1,Time Office Usb Type C Cable For Mantra Mfs100 Fingerprint Scanner (Black),"tv, audio & cameras",All Electronics,4.0,558,8.0,4.6
bx-4NY8U8,"Complan Nutrition and Health Drink Kesar Badam, 500gm (Jar)",grocery & gourmet foods,"Coffee, Tea & Beverages",4.4,594,4.0,1.7
bx-4NYP0Q,HET V CREATION Women's Case Material Metal Buckle Band Material Stainless Steel Case Shape Square Stylist Watch - Pack of ...,accessories,Watches,,,13.0,9.3
bx-4NZLSZ,CREATURE UV Protected Unisex Sunglasses (Lens-Brown||Frame-Brown||Size-Regular||DOIT-002),women's clothing,Clothing,3.4,407,18.0,6.4
bx-4NZWHN,"Country Time Juice Power Lemonade, 538g",grocery & gourmet foods,"Coffee, Tea & Beverages",4.2,10,13.0,10.0
bx-4NZYO3,"Harissons Glint 36 L Polyester 15.6"" inch Laptop Backpack | Office, Travel and Casual Laptop Bag",accessories,Bags & Luggage,4.2,257,36.0,27.2
bx-4O065Z,LADY WILLINGTON Women Woolen V-Neck Self Design Cardigan Heavy Daffodil Fabric Cardigan Winter Wear Pure Wool Cardigan for...,women's clothing,Clothing,3.8,935,35.0,23.5
bx-4O0K64,Mulffy Fashion and Clothing and Body Tape For Womans And Girle Double Sided Bra Stickers (Pack Of 18),women's clothing,Clothing,3.6,25,2.0,0.7
bx-4O0XAO,Hidesign Women's MARIAH 01 Handbag,accessories,Bags & Luggage,4.7,7,58.0,40.6
bx-4O1V7W,CERO Casual Analog Women's Watch (Black Dial Multi Colored Strap),accessories,Watches,3.5,205,24.0,7.9
bx-4O1VL8,AILTINO Women's Clutch,accessories,Bags & Luggage,4.3,8,12.0,5.1
bx-4O1XQE,Belkin Essential Series 6-Socket Surge Protector Universal Socket with 6.5ft Heavy Duty Cable (Grey),"tv, audio & cameras",All Electronics,4.5,"20,94",22.0,9.7
bx-4O2C3J,Baggit Women's 3 Fold Wallet - Small (Yellow),accessories,Bags & Luggage,,,9.0,2.8
bx-4O2GKT,Aimly Women's Cotton Sleeveless Camisole Slip Spaghetti Pack of 2,women's clothing,Clothing,3.9,130,10.0,0.7
